# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
4.21000e+07,7.20000e+03,2.68426e+04,-6.09979e+00,4.15064e+02
4.21000e+07,7.30000e+03,2.68405e+04,-6.09712e+00,4.16809e+02
4.21000e+07,7.40000e+03,2.68383e+04,-6.09446e+00,4.18563e+02
4.21000e+07,7.50000e+03,2.68361e+04,-6.09182e+00,4.20324e+02
4.21000e+07,7.60000e+03,2.68340e+04,-6.08919e+00,4.22091e+02
4.21000e+07,7.70000e+03,2.68318e+04,-6.08658e+00,4.23865e+02
4.21000e+07,7.80000e+03,2.68296e+04,-6.08398e+00,4.25644e+02
4.21000e+07,7.90000e+03,2.68273e+04,-6.08140e+00,4.27429e+02
4.21000e+07,8.00000e+03,2.68251e+04,-6.07884e+00,4.29218e+02
4.21000e+07,8.10000e+03,2.68229e+04,-6.07629e+00,4.31011e+02
4.21000e+07,8.20000e+03,2.68206e+04,-6.07376e+00,4.32809e+02
4.21000e+07,8.30000e+03,2.68183e+04,-6.07124e+00,4.34610e+02
4.21000e+07,8.40000e+03,2.68161e+04,-6.06875e+00,4.36413e+02
4.21000e+07,8.50000e+03,2.68138e+04,-6.06626e+00,4.38220e+02
4.21000e+07,8.60000e+03,2.68115e+04,-6.06380e+00,4.40028e+02
4.21000e+07,8.70000e+03,2.68091e+04,-6.06136e+00,4.41838e+02
4.21000e+07,8.80000e+03,2.68068e+04,-6.05893e+00,4.43650e+02
4.21000e+07,8.90000e+03,2.68045e+04,-6.05652e+00,4.45463e+02
4.21000e+07,9.00000e+03,2.68021e+04,-6.05413e+00,4.47276e+02
4.21000e+07,9.10000e+03,2.67997e+04,-6.05175e+00,4.49090e+02
4.21000e+07,9.20000e+03,2.67973e+04,-6.04939e+00,4.50903e+02
4.21000e+07,9.30000e+03,2.67949e+04,-6.04705e+00,4.52717e+02
4.21000e+07,9.40000e+03,2.67925e+04,-6.04473e+00,4.54529e+02
4.21000e+07,9.50000e+03,2.67901e+04,-6.04243e+00,4.56341e+02
4.21000e+07,9.60000e+03,2.67877e+04,-6.04014e+00,4.58151e+02
4.21000e+07,9.70000e+03,2.67852e+04,-6.03788e+00,4.59960e+02
4.21000e+07,9.80000e+03,2.67828e+04,-6.03563e+00,4.61767e+02
4.21000e+07,9.90000e+03,2.67803e+04,-6.03340e+00,4.63572e+02
4.21000e+07,1.00000e+04,2.67778e+04,-6.03118e+00,4.65374e+02
4.21000e+07,1.01000e+04,2.67753e+04,-6.02899e+00,4.67173e+02
4.21000e+07,1.02000e+04,2.67728e+04,-6.02681e+00,4.68970e+02
4.21000e+07,1.03000e+04,2.67703e+04,-6.02466e+00,4.70764e+02
4.21000e+07,1.04000e+04,2.67677e+04,-6.02252e+00,4.72554e+02
4.28500e+07,1.70000e+03,2.70765e+04,-6.28266e+00,3.50678e+02
4.28500e+07,1.80000e+03,2.70750e+04,-6.27760e+00,3.50884e+02
4.28500e+07,1.90000e+03,2.70736e+04,-6.27282e+00,3.51139e+02
4.28500e+07,2.00000e+03,2.70722e+04,-6.26828e+00,3.51442e+02
4.28500e+07,2.10000e+03,2.70707e+04,-6.26394e+00,3.51794e+02
4.28500e+07,2.20000e+03,2.70692e+04,-6.25977e+00,3.52192e+02
4.28500e+07,2.30000e+03,2.70677e+04,-6.25576e+00,3.52638e+02
4.28500e+07,2.40000e+03,2.70662e+04,-6.25187e+00,3.53129e+02
4.28500e+07,2.50000e+03,2.70647e+04,-6.24810e+00,3.53665e+02
4.28500e+07,2.60000e+03,2.70631e+04,-6.24444e+00,3.54246e+02
4.28500e+07,2.70000e+03,2.70616e+04,-6.24085e+00,3.54870e+02
4.28500e+07,2.80000e+03,2.70600e+04,-6.23735e+00,3.55536e+02
4.28500e+07,2.90000e+03,2.70585e+04,-6.23391e+00,3.56244e+02
4.28500e+07,3.00000e+03,2.70569e+04,-6.23053e+00,3.56993e+02
4.28500e+07,3.10000e+03,2.70553e+04,-6.22720e+00,3.57782e+02
4.28500e+07,3.20000e+03,2.70537e+04,-6.22392e+00,3.58610e+02
4.28500e+07,3.30000e+03,2.70521e+04,-6.22068e+00,3.59476e+02
4.28500e+07,3.40000e+03,2.70504e+04,-6.21748e+00,3.60379e+02
4.28500e+07,3.50000e+03,2.70488e+04,-6.21431e+00,3.61318e+02
4.28500e+07,3.60000e+03,2.70471e+04,-6.21117e+00,3.62293e+02
4.28500e+07,3.70000e+03,2.70454e+04,-6.20805e+00,3.63302e+02
4.28500e+07,3.80000e+03,2.70438e+04,-6.20496e+00,3.64346e+02
4.28500e+07,3.90000e+03,2.70421e+04,-6.20188e+00,3.65421e+02
4.28500e+07,4.00000e+03,2.70404e+04,-6.19883e+00,3.66529e+02
4.28500e+07,4.10000e+03,2.70387e+04,-6.19580e+00,3.67668e+02
4.28500e+07,4.20000e+03,2.70369e+04,-6.19278e+00,3.68837e+02
4.28500e+07,4.30000e+03,2.70352e+04,-6.18977e+00,3.70036e+02
4.28500e+07,4.40000e+03,2.70334e+04,-6.18678e+00,3.71263e+02
4.28500e+07,4.50000e+03,2.70317e+04,-6.18380e+00,3.72517e+02
4.28500e+07,4.60000e+03,2.70299e+04,-6.18083e+00,3.73799e+02
4.28500e+07,4.70000e+03,2.70281e+04,-6.17788e+00,3.75106e+02
4.28500e+07,4.80000e+03,2.70263e+04,-6.17493e+00,3.76439e+02
4.28500e+07,4.90000e+03,2.70245e+04,-6.17200e+00,3.77797e+02
4.28500e+07,5.00000e+03,2.70227e+04,-6.16907e+00,3.79178e+02
4.28500e+07,5.10000e+03,2.70208e+04,-6.16616e+00,3.80581e+02
4.28500e+07,5.20000e+03,2.70190e+04,-6.16325e+00,3.82007e+02
4.28500e+07,5.30000e+03,2.70171e+04,-6.16036e+00,3.83455e+02
4.28500e+07,5.40000e+03,2.70152e+04,-6.15748e+00,3.84923e+02
4.28500e+07,5.50000e+03,2.70134e+04,-6.15460e+00,3.86410e+02
4.28500e+07,5.60000e+03,2.70115e+04,-6.15174e+00,3.87917e+02
4.28500e+07,5.70000e+03,2.70095e+04,-6.14888e+00,3.89443e+02
4.28500e+07,5.80000e+03,2.70076e+04,-6.14604e+00,3.90986e+02
4.28500e+07,5.90000e+03,2.70057e+04,-6.14320e+00,3.92546e+02
4.28500e+07,6.00000e+03,2.70037e+04,-6.14038e+00,3.94122e+02
4.28500e+07,6.10000e+03,2.70018e+04,-6.13757e+00,3.95715e+02
4.28500e+07,6.20000e+03,2.69998e+04,-6.13477e+00,3.97322e+02
4.28500e+07,6.30000e+03,2.69978e+04,-6.13198e+00,3.98943e+02
4.28500e+07,6.40000e+03,2.69958e+04,-6.12920e+00,4.00578e+02
4.28500e+07,6.50000e+03,2.69938e+04,-6.12644e+00,4.02226e+02
4.28500e+07,6.60000e+03,2.69918e+04,-6.12368e+00,4.03887e+02
4.28500e+07,6.70000e+03,2.69897e+04,-6.12094e+00,4.05559e+02
4.28500e+07,6.80000e+03,2.69877e+04,-6.11821e+00,4.07243e+02
4.28500e+07,6.90000e+03,2.69856e+04,-6.11550e+00,4.08937e+02
4.28500e+07,7.00000e+03,2.69836e+04,-6.11280e+00,4.10642e+02
4.28500e+07,7.10000e+03,2.69815e+04,-6.11011e+00,4.12355e+02
4.28500e+07,7.20000e+03,2.69794e+04,-6.10743e+00,4.14078e+02
4.28500e+07,7.30000e+03,2.69773e+04,-6.10477e+00,4.15809e+02
4.28500e+07,7.40000e+03,2.69751e+04,-6.10213e+00,4.17548e+02
4.28500e+07,7.50000e+03,2.69730e+04,-6.09950e+00,4.19295e+02
4.28500e+07,7.60000e+03,2.69708e+04,-6.09688e+00,4.21048e+02
4.28500e+07,7.70000e+03,2.69687e+04,-6.09428e+00,4.22808e+02
4.28500e+07,7.80000e+03,2.69665e+04,-6.09170e+00,4.24573e+02
4.28500e+07,7.90000e+03,2.69643e+04,-6.08913e+00,4.26344e+02
4.28500e+07,8.00000e+03,2.69621e+04,-6.08657e+00,4.28119e+02
4.28500e+07,8.10000e+03,2.69599e+04,-6.08404e+00,4.29900e+02
4.28500e+07,8.20000e+03,2.69577e+04,-6.08152e+00,4.31684e+02
4.28500e+07,8.30000e+03,2.69554e+04,-6.07901e+00,4.33472e+02
4.28500e+07,8.40000e+03,2.69532e+04,-6.07652e+00,4.35262e+02
4.28500e+07,8.50000e+03,2.69509e+04,-6.07405e+00,4.37056e+02
4.28500e+07,8.60000e+03,2.69486e+04,-6.07160e+00,4.38852e+02
4.28500e+07,8.70000e+03,2.69463e+04,-6.06916e+00,4.40650e+02
4.28500e+07,8.80000e+03,2.69440e+04,-6.06674e+00,4.42450e+02
4.28500e+07,8.90000e+03,2.69417e+04,-6.06434e+00,4.44250e+02
4.28500e+07,9.00000e+03,2.69394e+04,-6.06195e+00,4.46052e+02
4.28500e+07,9.10000e+03,2.69370e+04,-6.05958e+00,4.47854e+02
4.28500e+07,9.20000e+03,2.69347e+04,-6.05723e+00,4.49657e+02
4.28500e+07,9.30000e+03,2.69323e+04,-6.05489e+00,4.51459e+02
4.28500e+07,9.40000e+03,2.69299e+04,-6.05258e+00,4.53260e+02
4.28500e+07,9.50000e+03,2.69276e+04,-6.05028e+00,4.55061e+02
4.28500e+07,9.60000e+03,2.69251e+04,-6.04800e+00,4.56861e+02
4.28500e+07,9.70000e+03,2.69227e+04,-6.04574e+00,4.58660e+02
4.28500e+07,9.80000e+03,2.69203e+04,-6.04349e+00,4.60456e+02
4.28500e+07,9.90000e+03,2.69179e+04,-6.04127e+00,4.62251e+02
4.28500e+07,1.00000e+04,2.69154e+04,-6.03906e+00,4.64044e+02
4.28500e+07,1.01000e+04,2.69129e+04,-6.03687e+00,4.65834e+02
4.28500e+07,1.02000e+04,2.69105e+04,-6.03469e+00,4.67622e+02
4.28500e+07,1.03000e+04,2.69080e+04,-6.03254e+00,4.69406e+02
4.28500e+07,1.04000e+04,2.69055e+04,-6.03040e+00,4.71187e+02
4.36000e+07,1.70000e+03,2.72105e+04,-6.28919e+00,3.50385e+02
4.36000e+07,1.80000e+03,2.72091e+04,-6.28415e+00,3.50588e+02
4.36000e+07,1.90000e+03,2.72077e+04,-6.27938e+00,3.50840e+02
4.36000e+07,2.00000e+03,2.72062e+04,-6.27485e+00,3.51139e+02
4.36000e+07,2.10000e+03,2.72048e+04,-6.27052e+00,3.51485e+02
4.36000e+07,2.20000e+03,2.72033e+04,-6.26637e+00,3.51879e+02
4.36000e+07,2.30000e+03,2.72018e+04,-6.26237e+00,3.52318e+02
4.36000e+07,2.40000e+03,2.72003e+04,-6.25850e+00,3.52803e+02
4.36000e+07,2.50000e+03,2.71988e+04,-6.25475e+00,3.53332e+02
4.36000e+07,2.60000e+03,2.71973e+04,-6.25109e+00,3.53905e+02
4.36000e+07,2.70000e+03,2.71958e+04,-6.24753e+00,3.54521e+02
4.36000e+07,2.80000e+03,2.71942e+04,-6.24404e+00,3.55179e+02
4.36000e+07,2.90000e+03,2.71927e+04,-6.24062e+00,3.55878e+02
4.36000e+07,3.00000e+03,2.71911e+04,-6.23726e+00,3.56618e+02
4.36000e+07,3.10000e+03,2.71895e+04,-6.23395e+00,3.57397e+02
4.36000e+07,3.20000e+03,2.71879e+04,-6.23069e+00,3.58214e+02
4.36000e+07,3.30000e+03,2.71863e+04,-6.22747e+00,3.59070e+02
4.36000e+07,3.40000e+03,2.71847e+04,-6.22429e+00,3.59962e+02
4.36000e+07,3.50000e+03,2.71831e+04,-6.22114e+00,3.60890e+02
4.36000e+07,3.60000e+03,2.71815e+04,-6.21801e+00,3.61853e+02
4.36000e+07,3.70000e+03,2.71798e+04,-6.21492e+00,3.62851e+02
4.36000e+07,3.80000e+03,2.71781e+04,-6.21185e+00,3.63881e+02
4.36000e+07,3.90000e+03,2.71765e+04,-6.20879e+00,3.64945e+02
4.36000e+07,4.00000e+03,2.71748e+04,-6.20576e+00,3.66040e+02
4.36000e+07,4.10000e+03,2.71731e+04,-6.20275e+00,3.67165e+02
4.36000e+07,4.20000e+03,2.71714e+04,-6.19975e+00,3.68321e+02
4.36000e+07,4.30000e+03,2.71696e+04,-6.19676e+00,3.69506e+02
4.36000e+07,4.40000e+03,2.71679e+04,-6.19379e+00,3.70719e+02
4.36000e+07,4.50000e+03,2.71662e+04,-6.19083e+00,3.71960e+02
4.36000e+07,4.60000e+03,2.71644e+04,-6.18789e+00,3.73227e+02
4.36000e+07,4.70000e+03,2.71626e+04,-6.18495e+00,3.74521e+02
4.36000e+07,4.80000e+03,2.71609e+04,-6.18203e+00,3.75839e+02
4.36000e+07,4.90000e+03,2.71591e+04,-6.17911e+00,3.77182e+02
4.36000e+07,5.00000e+03,2.71573e+04,-6.17621e+00,3.78548e+02
4.36000e+07,5.10000e+03,2.71555e+04,-6.17331e+00,3.79937e+02
4.36000e+07,5.20000e+03,2.71536e+04,-6.17043e+00,3.81348e+02
4.36000e+07,5.30000e+03,2.71518e+04,-6.16756e+00,3.82781e+02
4.36000e+07,5.40000e+03,2.71499e+04,-6.16469e+00,3.84234e+02
4.36000e+07,5.50000e+03,2.71481e+04,-6.16183e+00,3.85706e+02
4.36000e+07,5.60000e+03,2.71462e+04,-6.15899e+00,3.87198e+02
4.36000e+07,5.70000e+03,2.71443e+04,-6.15615e+00,3.88708e+02
4.36000e+07,5.80000e+03,2.71424e+04,-6.15333e+00,3.90236e+02
4.36000e+07,5.90000e+03,2.71405e+04,-6.15051e+00,3.91781e+02
4.36000e+07,6.00000e+03,2.71386e+04,-6.14771e+00,3.93342e+02
4.36000e+07,6.10000e+03,2.71366e+04,-6.14491e+00,3.94919e+02
4.36000e+07,6.20000e+03,2.71347e+04,-6.14213e+00,3.96511e+02
4.36000e+07,6.30000e+03,2.71327e+04,-6.13935e+00,3.98117e+02
4.36000e+07,6.40000e+03,2.71307e+04,-6.13659e+00,3.99737e+02
4.36000e+07,6.50000e+03,2.71288e+04,-6.13384e+00,4.01371e+02
4.36000e+07,6.60000e+03,2.71268e+04,-6.13111e+00,4.03016e+02
4.36000e+07,6.70000e+03,2.71247e+04,-6.12838e+00,4.04674e+02
4.36000e+07,6.80000e+03,2.71227e+04,-6.12567e+00,4.06343e+02
4.36000e+07,6.90000e+03,2.71207e+04,-6.12296e+00,4.08022e+02
4.36000e+07,7.00000e+03,2.71186e+04,-6.12028e+00,4.09712e+02
4.36000e+07,7.10000e+03,2.71166e+04,-6.11760e+00,4.11411e+02
4.36000e+07,7.20000e+03,2.71145e+04,-6.11494e+00,4.13119e+02
4.36000e+07,7.30000e+03,2.71124e+04,-6.11230e+00,4.14836e+02
4.36000e+07,7.40000e+03,2.71103e+04,-6.10966e+00,4.16561e+02
4.36000e+07,7.50000e+03,2.71082e+04,-6.10704e+00,4.18294e+02
4.36000e+07,7.60000e+03,2.71061e+04,-6.10444e+00,4.20033e+02
4.36000e+07,7.70000e+03,2.71039e+04,-6.10185e+00,4.21779e+02
4.36000e+07,7.80000e+03,2.71018e+04,-6.09928e+00,4.23530e+02
4.36000e+07,7.90000e+03,2.70996e+04,-6.09672e+00,4.25288e+02
4.36000e+07,8.00000e+03,2.70974e+04,-6.09418e+00,4.27050e+02
4.36000e+07,8.10000e+03,2.70953e+04,-6.09165e+00,4.28817e+02
4.36000e+07,8.20000e+03,2.70931e+04,-6.08914e+00,4.30588e+02
4.36000e+07,8.30000e+03,2.70908e+04,-6.08664e+00,4.32363e+02
4.36000e+07,8.40000e+03,2.70886e+04,-6.08416e+00,4.34142e+02
4.36000e+07,8.50000e+03,2.70864e+04,-6.08170e+00,4.35923e+02
4.36000e+07,8.60000e+03,2.70841e+04,-6.07925e+00,4.37707e+02
4.36000e+07,8.70000e+03,2.70819e+04,-6.07682e+00,4.39493e+02
4.36000e+07,8.80000e+03,2.70796e+04,-6.07441e+00,4.41280e+02
4.36000e+07,8.90000e+03,2.70773e+04,-6.07201e+00,4.43069e+02
4.36000e+07,9.00000e+03,2.70750e+04,-6.06963e+00,4.44859e+02
4.36000e+07,9.10000e+03,2.70727e+04,-6.06727e+00,4.46650e+02
4.36000e+07,9.20000e+03,2.70704e+04,-6.06493e+00,4.48441e+02
4.36000e+07,9.30000e+03,2.70680e+04,-6.06260e+00,4.50233e+02
4.36000e+07,9.40000e+03,2.70657e+04,-6.06029e+00,4.52024e+02
4.36000e+07,9.50000e+03,2.70633e+04,-6.05799e+00,4.53814e+02
4.36000e+07,9.60000e+03,2.70609e+04,-6.05572e+00,4.55603e+02
4.36000e+07,9.70000e+03,2.70586e+04,-6.05346e+00,4.57392e+02
4.36000e+07,9.80000e+03,2.70562e+04,-6.05122e+00,4.59178e+02
4.36000e+07,9.90000e+03,2.70537e+04,-6.04900e+00,4.60964e+02
4.36000e+07,1.00000e+04,2.70513e+04,-6.04679e+00,4.62747e+02
4.36000e+07,1.01000e+04,2.70489e+04,-6.04460e+00,4.64527e+02
4.36000e+07,1.02000e+04,2.70464e+04,-6.04243e+00,4.66306e+02
4.36000e+07,1.03000e+04,2.70440e+04,-6.04028e+00,4.68081e+02
4.36000e+07,1.04000e+04,2.70415e+04,-6.03815e+00,4.69854e+02
4.43500e+07,1.70000e+03,2.73429e+04,-6.29561e+00,3.50099e+02
4.43500e+07,1.80000e+03,2.73416e+04,-6.29058e+00,3.50299e+02
4.43500e+07,1.90000e+03,2.73401e+04,-6.28582e+00,3.50547e+02
4.43500e+07,2.00000e+03,2.73387e+04,-6.28130e+00,3.50842e+02
4.43500e+07,2.10000e+03,2.73373e+04,-6.27699e+00,3.51184e+02
4.43500e+07,2.20000e+03,2.73358e+04,-6.27285e+00,3.51573e+02
4.43500e+07,2.30000e+03,2.73344e+04,-6.26886e+00,3.52006e+02
4.43500e+07,2.40000e+03,2.73329e+04,-6.26501e+00,3.52485e+02
4.43500e+07,2.50000e+03,2.73314e+04,-6.26127e+00,3.53007e+02
4.43500e+07,2.60000e+03,2.73299e+04,-6.25763e+00,3.53573e+02
4.43500e+07,2.70000e+03,2.73284e+04,-6.25409e+00,3.54181e+02
4.43500e+07,2.80000e+03,2.73268e+04,-6.25061e+00,3.54831e+02
4.43500e+07,2.90000e+03,2.73253e+04,-6.24721e+00,3.55522e+02
4.43500e+07,3.00000e+03,2.73238e+04,-6.24387e+00,3.56252e+02
4.43500e+07,3.10000e+03,2.73222e+04,-6.24058e+00,3.57022e+02
4.43500e+07,3.20000e+03,2.73206e+04,-6.23734e+00,3.57829e+02
4.43500e+07,3.30000e+03,2.73190e+04,-6.23414e+00,3.58674e+02
4.43500e+07,3.40000e+03,2.73174e+04,-6.23097e+00,3.59556e+02
4.43500e+07,3.50000e+03,2.73158e+04,-6.22784e+00,3.60473e+02
4.43500e+07,3.60000e+03,2.73142e+04,-6.22474e+00,3.61425e+02
4.43500e+07,3.70000e+03,2.73126e+04,-6.22166e+00,3.62411e+02
4.43500e+07,3.80000e+03,2.73109e+04,-6.21861e+00,3.63430e+02
4.43500e+07,3.90000e+03,2.73093e+04,-6.21558e+00,3.64481e+02
4.43500e+07,4.00000e+03,2.73076e+04,-6.21257e+00,3.65563e+02
4.43500e+07,4.10000e+03,2.73059e+04,-6.20957e+00,3.66677e+02
4.43500e+07,4.20000e+03,2.73042e+04,-6.20660e+00,3.67819e+02
4.43500e+07,4.30000e+03,2.73025e+04,-6.20363e+00,3.68991e+02
4.43500e+07,4.40000e+03,2.73008e+04,-6.20068e+00,3.70191e+02
4.43500e+07,4.50000e+03,2.72991e+04,-6.19774e+00,3.71418e+02
4.43500e+07,4.60000e+03,2.72973e+04,-6.19482e+00,3.72672e+02
4.43500e+07,4.70000e+03,2.72956e+04,-6.19190e+00,3.73951e+02
4.43500e+07,4.80000e+03,2.72938e+04,-6.18900e+00,3.75256e+02
4.43500e+07,4.90000e+03,2.72921e+04,-6.18610e+00,3.76584e+02
4.43500e+07,5.00000e+03,2.72903e+04,-6.18322e+00,3.77936e+02
4.43500e+07,5.10000e+03,2.72885e+04,-6.18034e+00,3.79311e+02
4.43500e+07,5.20000e+03,2.72867e+04,-6.17748e+00,3.80707e+02
4.43500e+07,5.30000e+03,2.72849e+04,-6.17462e+00,3.82125e+02
4.43500e+07,5.40000e+03,2.72830e+04,-6.17177e+00,3.83563e+02
4.43500e+07,5.50000e+03,2.72812e+04,-6.16894e+00,3.85021e+02
4.43500e+07,5.60000e+03,2.72793e+04,-6.16611e+00,3.86499e+02
4.43500e+07,5.70000e+03,2.72775e+04,-6.16329e+00,3.87994e+02
4.43500e+07,5.80000e+03,2.72756e+04,-6.16048e+00,3.89507e+02
4.43500e+07,5.90000e+03,2.72737e+04,-6.15768e+00,3.91037e+02
4.43500e+07,6.00000e+03,2.72718e+04,-6.15490e+00,3.92584e+02
4.43500e+07,6.10000e+03,2.72699e+04,-6.15212e+00,3.94146e+02
4.43500e+07,6.20000e+03,2.72679e+04,-6.14935e+00,3.95723e+02
4.43500e+07,6.30000e+03,2.72660e+04,-6.14660e+00,3.97314e+02
4.43500e+07,6.40000e+03,2.72641e+04,-6.14385e+00,3.98920e+02
4.43500e+07,6.50000e+03,2.72621e+04,-6.14112e+00,4.00538e+02
4.43500e+07,6.60000e+03,2.72601e+04,-6.13839e+00,4.02169e+02
4.43500e+07,6.70000e+03,2.72581e+04,-6.13568e+00,4.03812e+02
4.43500e+07,6.80000e+03,2.72561e+04,-6.13298e+00,4.05466e+02
4.43500e+07,6.90000e+03,2.72541e+04,-6.13030e+00,4.07132e+02
4.43500e+07,7.00000e+03,2.72521e+04,-6.12762e+00,4.08807e+02
4.43500e+07,7.10000e+03,2.72500e+04,-6.12496e+00,4.10492e+02
4.43500e+07,7.20000e+03,2.72480e+04,-6.12232e+00,4.12186e+02
4.43500e+07,7.30000e+03,2.72459e+04,-6.11968e+00,4.13889e+02
4.43500e+07,7.40000e+03,2.72439e+04,-6.11706e+00,4.15600e+02
4.43500e+07,7.50000e+03,2.72418e+04,-6.11446e+00,4.17319e+02
4.43500e+07,7.60000e+03,2.72397e+04,-6.11186e+00,4.19045e+02
4.43500e+07,7.70000e+03,2.72376e+04,-6.10929e+00,4.20777e+02
4.43500e+07,7.80000e+03,2.72354e+04,-6.10672e+00,4.22515e+02
4.43500e+07,7.90000e+03,2.72333e+04,-6.10417e+00,4.24260e+02
4.43500e+07,8.00000e+03,2.72312e+04,-6.10164e+00,4.26009e+02
4.43500e+07,8.10000e+03,2.72290e+04,-6.09912e+00,4.27763e+02
4.43500e+07,8.20000e+03,2.72268e+04,-6.09662e+00,4.29522e+02
4.43500e+07,8.30000e+03,2.72246e+04,-6.09413e+00,4.31284e+02
4.43500e+07,8.40000e+03,2.72224e+04,-6.09166e+00,4.33050e+02
4.43500e+07,8.50000e+03,2.72202e+04,-6.08921e+00,4.34819e+02
4.43500e+07,8.60000e+03,2.72180e+04,-6.08677e+00,4.36591e+02
4.43500e+07,8.70000e+03,2.72158e+04,-6.08435e+00,4.38365e+02
4.43500e+07,8.80000e+03,2.72135e+04,-6.08194e+00,4.40141e+02
4.43500e+07,8.90000e+03,2.72113e+04,-6.07955e+00,4.41918e+02
4.43500e+07,9.00000e+03,2.72090e+04,-6.07718e+00,4.43697e+02
4.43500e+07,9.10000e+03,2.72067e+04,-6.07483e+00,4.45477e+02
4.43500e+07,9.20000e+03,2.72044e+04,-6.07249e+00,4.47257e+02
4.43500e+07,9.30000e+03,2.72021e+04,-6.07016e+00,4.49037e+02
4.43500e+07,9.40000e+03,2.71998e+04,-6.06786e+00,4.50817e+02
4.43500e+07,9.50000e+03,2.71974e+04,-6.06557e+00,4.52597e+02
4.43500e+07,9.60000e+03,2.71951e+04,-6.06330e+00,4.54377e+02
4.43500e+07,9.70000e+03,2.71927e+04,-6.06105e+00,4.56155e+02
4.43500e+07,9.80000e+03,2.71904e+04,-6.05881e+00,4.57932e+02
4.43500e+07,9.90000e+03,2.71880e+04,-6.05659e+00,4.59707e+02
4.43500e+07,1.00000e+04,2.71856e+04,-6.05439e+00,4.61481e+02
4.43500e+07,1.01000e+04,2.71832e+04,-6.05221e+00,4.63253e+02
4.43500e+07,1.02000e+04,2.71808e+04,-6.05004e+00,4.65022e+02
4.43500e+07,1.03000e+04,2.71784e+04,-6.04789e+00,4.66788e+02
4.43500e+07,1.04000e+04,2.71759e+04,-6.04576e+00,4.68552e+02
4.51000e+07,1.70000e+03,2.74739e+04,-6.30192e+00,3.49819e+02
4.51000e+07,1.80000e+03,2.74725e+04,-6.29690e+00,3.50017e+02
4.51000e+07,1.90000e+03,2.74711e+04,-6.29216e+00,3.50261e+02
4.51000e+07,2.00000e+03,2.74697e+04,-6.28765e+00,3.50553e+02
4.51000e+07,2.10000e+03,2.74683e+04,-6.28335e+00,3.50890e+02
4.51000e+07,2.20000e+03,2.74668e+04,-6.27922e+00,3.51273e+02
4.51000e+07,2.30000e+03,2.74654e+04,-6.27525e+00,3.51701e+02
4.51000e+07,2.40000e+03,2.74639e+04,-6.27141e+00,3.52174e+02
4.51000e+07,2.50000e+03,2.74624e+04,-6.26769e+00,3.52690e+02
4.51000e+07,2.60000e+03,2.74609e+04,-6.26406e+00,3.53249e+02
4.51000e+07,2.70000e+03,2.74594e+04,-6.26053e+00,3.53849e+02
4.51000e+07,2.80000e+03,2.74579e+04,-6.25708e+00,3.54491e+02
4.51000e+07,2.90000e+03,2.74564e+04,-6.25369e+00,3.55174e+02
4.51000e+07,3.00000e+03,2.74549e+04,-6.25036e+00,3.55895e+02
4.51000e+07,3.10000e+03,2.74533e+04,-6.24709e+00,3.56656e+02
4.51000e+07,3.20000e+03,2.74518e+04,-6.24387e+00,3.57454e+02
4.51000e+07,3.30000e+03,2.74502e+04,-6.24069e+00,3.58289e+02
4.51000e+07,3.40000e+03,2.74486e+04,-6.23754e+00,3.59160e+02
4.51000e+07,3.50000e+03,2.74470e+04,-6.23443e+00,3.60067e+02
4.51000e+07,3.60000e+03,2.74454e+04,-6.23135e+00,3.61008e+02
4.51000e+07,3.70000e+03,2.74438e+04,-6.22829e+00,3.61983e+02
4.51000e+07,3.80000e+03,2.74422e+04,-6.22526e+00,3.62990e+02
4.51000e+07,3.90000e+03,2.74405e+04,-6.22225e+00,3.64029e+02
4.51000e+07,4.00000e+03,2.74389e+04,-6.21925e+00,3.65100e+02
4.51000e+07,4.10000e+03,2.74372e+04,-6.21628e+00,3.66201e+02
4.51000e+07,4.20000e+03,2.74355e+04,-6.21332e+00,3.67331e+02
4.51000e+07,4.30000e+03,2.74338e+04,-6.21038e+00,3.68490e+02
4.51000e+07,4.40000e+03,2.74321e+04,-6.20745e+00,3.69677e+02
4.51000e+07,4.50000e+03,2.74304e+04,-6.20453e+00,3.70891e+02
4.51000e+07,4.60000e+03,2.74287e+04,-6.20162e+00,3.72131e+02
4.51000e+07,4.70000e+03,2.74270e+04,-6.19873e+00,3.73397e+02
4.51000e+07,4.80000e+03,2.74253e+04,-6.19584e+00,3.74688e+02
4.51000e+07,4.90000e+03,2.74235e+04,-6.19297e+00,3.76003e+02
4.51000e+07,5.00000e+03,2.74217e+04,-6.19010e+00,3.77341e+02
4.51000e+07,5.10000e+03,2.74200e+04,-6.18725e+00,3.78702e+02
4.51000e+07,5.20000e+03,2.74182e+04,-6.18440e+00,3.80084e+02
4.51000e+07,5.30000e+03,2.74164e+04,-6.18156e+00,3.81488e+02
4.51000e+07,5.40000e+03,2.74146e+04,-6.17873e+00,3.82912e+02
4.51000e+07,5.50000e+03,2.74127e+04,-6.17591e+00,3.84355e+02
4.51000e+07,5.60000e+03,2.74109e+04,-6.17310e+00,3.85818e+02
4.51000e+07,5.70000e+03,2.74091e+04,-6.17030e+00,3.87299e+02
4.51000e+07,5.80000e+03,2.74072e+04,-6.16751e+00,3.88798e+02
4.51000e+07,5.90000e+03,2.74053e+04,-6.16473e+00,3.90313e+02
