# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
5.56000e+07,6.70000e+03,2.90927e+04,-6.23188e+00,3.93201e+02
5.56000e+07,6.80000e+03,2.90910e+04,-6.22939e+00,3.94673e+02
5.56000e+07,6.90000e+03,2.90892e+04,-6.22689e+00,3.96156e+02
5.56000e+07,7.00000e+03,2.90875e+04,-6.22441e+00,3.97650e+02
5.56000e+07,7.10000e+03,2.90858e+04,-6.22194e+00,3.99154e+02
5.56000e+07,7.20000e+03,2.90840e+04,-6.21947e+00,4.00669e+02
5.56000e+07,7.30000e+03,2.90823e+04,-6.21701e+00,4.02193e+02
5.56000e+07,7.40000e+03,2.90805e+04,-6.21457e+00,4.03727e+02
5.56000e+07,7.50000e+03,2.90787e+04,-6.21213e+00,4.05269e+02
5.56000e+07,7.60000e+03,2.90769e+04,-6.20970e+00,4.06820e+02
5.56000e+07,7.70000e+03,2.90751e+04,-6.20729e+00,4.08378e+02
5.56000e+07,7.80000e+03,2.90733e+04,-6.20488e+00,4.09944e+02
5.56000e+07,7.90000e+03,2.90715e+04,-6.20248e+00,4.11518e+02
5.56000e+07,8.00000e+03,2.90697e+04,-6.20010e+00,4.13098e+02
5.56000e+07,8.10000e+03,2.90678e+04,-6.19772e+00,4.14685e+02
5.56000e+07,8.20000e+03,2.90660e+04,-6.19536e+00,4.16277e+02
5.56000e+07,8.30000e+03,2.90641e+04,-6.19300e+00,4.17875e+02
5.56000e+07,8.40000e+03,2.90623e+04,-6.19066e+00,4.19479e+02
5.56000e+07,8.50000e+03,2.90604e+04,-6.18833e+00,4.21087e+02
5.56000e+07,8.60000e+03,2.90585e+04,-6.18601e+00,4.22700e+02
5.56000e+07,8.70000e+03,2.90566e+04,-6.18371e+00,4.24318e+02
5.56000e+07,8.80000e+03,2.90547e+04,-6.18142e+00,4.25939e+02
5.56000e+07,8.90000e+03,2.90528e+04,-6.17913e+00,4.27564e+02
5.56000e+07,9.00000e+03,2.90508e+04,-6.17687e+00,4.29192e+02
5.56000e+07,9.10000e+03,2.90489e+04,-6.17461e+00,4.30823e+02
5.56000e+07,9.20000e+03,2.90470e+04,-6.17237e+00,4.32456e+02
5.56000e+07,9.30000e+03,2.90450e+04,-6.17014e+00,4.34092e+02
5.56000e+07,9.40000e+03,2.90430e+04,-6.16792e+00,4.35730e+02
5.56000e+07,9.50000e+03,2.90410e+04,-6.16572e+00,4.37370e+02
5.56000e+07,9.60000e+03,2.90391e+04,-6.16352e+00,4.39012e+02
5.56000e+07,9.70000e+03,2.90371e+04,-6.16135e+00,4.40654e+02
5.56000e+07,9.80000e+03,2.90351e+04,-6.15918e+00,4.42298e+02
5.56000e+07,9.90000e+03,2.90330e+04,-6.15703e+00,4.43942e+02
5.56000e+07,1.00000e+04,2.90310e+04,-6.15490e+00,4.45587e+02
5.56000e+07,1.01000e+04,2.90290e+04,-6.15278e+00,4.47231e+02
5.56000e+07,1.02000e+04,2.90269e+04,-6.15067e+00,4.48876e+02
5.56000e+07,1.03000e+04,2.90249e+04,-6.14857e+00,4.50521e+02
5.56000e+07,1.04000e+04,2.90228e+04,-6.14649e+00,4.52165e+02
5.63500e+07,1.70000e+03,2.92782e+04,-6.38564e+00,3.46213e+02
5.63500e+07,1.80000e+03,2.92770e+04,-6.38074e+00,3.46384e+02
5.63500e+07,1.90000e+03,2.92758e+04,-6.37613e+00,3.46594e+02
5.63500e+07,2.00000e+03,2.92745e+04,-6.37176e+00,3.46844e+02
5.63500e+07,2.10000e+03,2.92733e+04,-6.36761e+00,3.47134e+02
5.63500e+07,2.20000e+03,2.92720e+04,-6.36364e+00,3.47462e+02
5.63500e+07,2.30000e+03,2.92707e+04,-6.35984e+00,3.47829e+02
5.63500e+07,2.40000e+03,2.92695e+04,-6.35617e+00,3.48234e+02
5.63500e+07,2.50000e+03,2.92682e+04,-6.35263e+00,3.48676e+02
5.63500e+07,2.60000e+03,2.92669e+04,-6.34920e+00,3.49156e+02
5.63500e+07,2.70000e+03,2.92656e+04,-6.34587e+00,3.49671e+02
5.63500e+07,2.80000e+03,2.92642e+04,-6.34262e+00,3.50222e+02
5.63500e+07,2.90000e+03,2.92629e+04,-6.33944e+00,3.50807e+02
5.63500e+07,3.00000e+03,2.92615e+04,-6.33633e+00,3.51427e+02
5.63500e+07,3.10000e+03,2.92602e+04,-6.33328e+00,3.52081e+02
5.63500e+07,3.20000e+03,2.92588e+04,-6.33028e+00,3.52768e+02
5.63500e+07,3.30000e+03,2.92575e+04,-6.32733e+00,3.53486e+02
5.63500e+07,3.40000e+03,2.92561e+04,-6.32441e+00,3.54237e+02
5.63500e+07,3.50000e+03,2.92547e+04,-6.32154e+00,3.55018e+02
5.63500e+07,3.60000e+03,2.92533e+04,-6.31869e+00,3.55830e+02
5.63500e+07,3.70000e+03,2.92519e+04,-6.31588e+00,3.56671e+02
5.63500e+07,3.80000e+03,2.92505e+04,-6.31309e+00,3.57542e+02
5.63500e+07,3.90000e+03,2.92490e+04,-6.31033e+00,3.58440e+02
5.63500e+07,4.00000e+03,2.92476e+04,-6.30758e+00,3.59366e+02
5.63500e+07,4.10000e+03,2.92462e+04,-6.30486e+00,3.60320e+02
5.63500e+07,4.20000e+03,2.92447e+04,-6.30215e+00,3.61299e+02
5.63500e+07,4.30000e+03,2.92432e+04,-6.29946e+00,3.62305e+02
5.63500e+07,4.40000e+03,2.92418e+04,-6.29678e+00,3.63335e+02
5.63500e+07,4.50000e+03,2.92403e+04,-6.29411e+00,3.64390e+02
5.63500e+07,4.60000e+03,2.92388e+04,-6.29146e+00,3.65469e+02
5.63500e+07,4.70000e+03,2.92373e+04,-6.28881e+00,3.66572e+02
5.63500e+07,4.80000e+03,2.92358e+04,-6.28618e+00,3.67696e+02
5.63500e+07,4.90000e+03,2.92343e+04,-6.28355e+00,3.68843e+02
5.63500e+07,5.00000e+03,2.92327e+04,-6.28094e+00,3.70012e+02
5.63500e+07,5.10000e+03,2.92312e+04,-6.27833e+00,3.71201e+02
5.63500e+07,5.20000e+03,2.92297e+04,-6.27573e+00,3.72411e+02
5.63500e+07,5.30000e+03,2.92281e+04,-6.27314e+00,3.73640e+02
5.63500e+07,5.40000e+03,2.92265e+04,-6.27055e+00,3.74888e+02
5.63500e+07,5.50000e+03,2.92250e+04,-6.26797e+00,3.76156e+02
5.63500e+07,5.60000e+03,2.92234e+04,-6.26540e+00,3.77441e+02
5.63500e+07,5.70000e+03,2.92218e+04,-6.26283e+00,3.78743e+02
5.63500e+07,5.80000e+03,2.92202e+04,-6.26027e+00,3.80063e+02
5.63500e+07,5.90000e+03,2.92186e+04,-6.25772e+00,3.81399e+02
5.63500e+07,6.00000e+03,2.92170e+04,-6.25517e+00,3.82751e+02
5.63500e+07,6.10000e+03,2.92153e+04,-6.25264e+00,3.84119e+02
5.63500e+07,6.20000e+03,2.92137e+04,-6.25010e+00,3.85501e+02
5.63500e+07,6.30000e+03,2.92121e+04,-6.24758e+00,3.86898e+02
5.63500e+07,6.40000e+03,2.92104e+04,-6.24506e+00,3.88308e+02
5.63500e+07,6.50000e+03,2.92087e+04,-6.24255e+00,3.89732e+02
5.63500e+07,6.60000e+03,2.92071e+04,-6.24005e+00,3.91169e+02
5.63500e+07,6.70000e+03,2.92054e+04,-6.23755e+00,3.92618e+02
5.63500e+07,6.80000e+03,2.92037e+04,-6.23506e+00,3.94079e+02
5.63500e+07,6.90000e+03,2.92020e+04,-6.23258e+00,3.95552e+02
5.63500e+07,7.00000e+03,2.92003e+04,-6.23011e+00,3.97036e+02
5.63500e+07,7.10000e+03,2.91985e+04,-6.22765e+00,3.98530e+02
5.63500e+07,7.20000e+03,2.91968e+04,-6.22520e+00,4.00034e+02
5.63500e+07,7.30000e+03,2.91951e+04,-6.22275e+00,4.01549e+02
5.63500e+07,7.40000e+03,2.91933e+04,-6.22032e+00,4.03072e+02
5.63500e+07,7.50000e+03,2.91915e+04,-6.21789e+00,4.04604e+02
5.63500e+07,7.60000e+03,2.91898e+04,-6.21547e+00,4.06145e+02
5.63500e+07,7.70000e+03,2.91880e+04,-6.21306e+00,4.07694e+02
5.63500e+07,7.80000e+03,2.91862e+04,-6.21067e+00,4.09250e+02
5.63500e+07,7.90000e+03,2.91844e+04,-6.20828e+00,4.10813e+02
5.63500e+07,8.00000e+03,2.91826e+04,-6.20590e+00,4.12384e+02
5.63500e+07,8.10000e+03,2.91808e+04,-6.20354e+00,4.13961e+02
5.63500e+07,8.20000e+03,2.91789e+04,-6.20118e+00,4.15544e+02
5.63500e+07,8.30000e+03,2.91771e+04,-6.19884e+00,4.17132e+02
5.63500e+07,8.40000e+03,2.91752e+04,-6.19650e+00,4.18726e+02
5.63500e+07,8.50000e+03,2.91734e+04,-6.19418e+00,4.20325e+02
5.63500e+07,8.60000e+03,2.91715e+04,-6.19187e+00,4.21929e+02
5.63500e+07,8.70000e+03,2.91696e+04,-6.18957e+00,4.23537e+02
5.63500e+07,8.80000e+03,2.91677e+04,-6.18729e+00,4.25149e+02
5.63500e+07,8.90000e+03,2.91658e+04,-6.18501e+00,4.26765e+02
5.63500e+07,9.00000e+03,2.91639e+04,-6.18275e+00,4.28384e+02
5.63500e+07,9.10000e+03,2.91620e+04,-6.18050e+00,4.30007e+02
5.63500e+07,9.20000e+03,2.91601e+04,-6.17827e+00,4.31631e+02
5.63500e+07,9.30000e+03,2.91581e+04,-6.17604e+00,4.33259e+02
5.63500e+07,9.40000e+03,2.91562e+04,-6.17383e+00,4.34889e+02
5.63500e+07,9.50000e+03,2.91542e+04,-6.17163e+00,4.36520e+02
5.63500e+07,9.60000e+03,2.91523e+04,-6.16945e+00,4.38153e+02
5.63500e+07,9.70000e+03,2.91503e+04,-6.16728e+00,4.39788e+02
5.63500e+07,9.80000e+03,2.91483e+04,-6.16512e+00,4.41423e+02
5.63500e+07,9.90000e+03,2.91463e+04,-6.16297e+00,4.43059e+02
5.63500e+07,1.00000e+04,2.91443e+04,-6.16084e+00,4.44696e+02
5.63500e+07,1.01000e+04,2.91423e+04,-6.15872e+00,4.46334e+02
5.63500e+07,1.02000e+04,2.91402e+04,-6.15662e+00,4.47971e+02
5.63500e+07,1.03000e+04,2.91382e+04,-6.15453e+00,4.49608e+02
5.63500e+07,1.04000e+04,2.91362e+04,-6.15245e+00,4.51245e+02
5.71000e+07,1.70000e+03,2.93893e+04,-6.39061e+00,3.46005e+02
5.71000e+07,1.80000e+03,2.93881e+04,-6.38571e+00,3.46175e+02
5.71000e+07,1.90000e+03,2.93869e+04,-6.38111e+00,3.46384e+02
5.71000e+07,2.00000e+03,2.93856e+04,-6.37675e+00,3.46632e+02
5.71000e+07,2.10000e+03,2.93844e+04,-6.37260e+00,3.46919e+02
5.71000e+07,2.20000e+03,2.93831e+04,-6.36865e+00,3.47245e+02
5.71000e+07,2.30000e+03,2.93819e+04,-6.36485e+00,3.47609e+02
5.71000e+07,2.40000e+03,2.93806e+04,-6.36120e+00,3.48011e+02
5.71000e+07,2.50000e+03,2.93793e+04,-6.35767e+00,3.48449e+02
5.71000e+07,2.60000e+03,2.93780e+04,-6.35425e+00,3.48924e+02
5.71000e+07,2.70000e+03,2.93767e+04,-6.35092e+00,3.49435e+02
5.71000e+07,2.80000e+03,2.93754e+04,-6.34768e+00,3.49981e+02
5.71000e+07,2.90000e+03,2.93741e+04,-6.34452e+00,3.50562e+02
5.71000e+07,3.00000e+03,2.93727e+04,-6.34142e+00,3.51177e+02
5.71000e+07,3.10000e+03,2.93714e+04,-6.33838e+00,3.51825e+02
5.71000e+07,3.20000e+03,2.93700e+04,-6.33539e+00,3.52506e+02
5.71000e+07,3.30000e+03,2.93687e+04,-6.33245e+00,3.53218e+02
5.71000e+07,3.40000e+03,2.93673e+04,-6.32955e+00,3.53963e+02
5.71000e+07,3.50000e+03,2.93659e+04,-6.32669e+00,3.54737e+02
5.71000e+07,3.60000e+03,2.93645e+04,-6.32386e+00,3.55542e+02
5.71000e+07,3.70000e+03,2.93632e+04,-6.32106e+00,3.56377e+02
5.71000e+07,3.80000e+03,2.93617e+04,-6.31829e+00,3.57240e+02
5.71000e+07,3.90000e+03,2.93603e+04,-6.31553e+00,3.58131e+02
5.71000e+07,4.00000e+03,2.93589e+04,-6.31280e+00,3.59049e+02
5.71000e+07,4.10000e+03,2.93575e+04,-6.31009e+00,3.59995e+02
5.71000e+07,4.20000e+03,2.93560e+04,-6.30740e+00,3.60966e+02
5.71000e+07,4.30000e+03,2.93546e+04,-6.30472e+00,3.61963e+02
5.71000e+07,4.40000e+03,2.93531e+04,-6.30205e+00,3.62986e+02
5.71000e+07,4.50000e+03,2.93516e+04,-6.29940e+00,3.64032e+02
5.71000e+07,4.60000e+03,2.93502e+04,-6.29676e+00,3.65102e+02
5.71000e+07,4.70000e+03,2.93487e+04,-6.29413e+00,3.66196e+02
5.71000e+07,4.80000e+03,2.93472e+04,-6.29151e+00,3.67312e+02
5.71000e+07,4.90000e+03,2.93457e+04,-6.28890e+00,3.68449e+02
5.71000e+07,5.00000e+03,2.93442e+04,-6.28630e+00,3.69608e+02
5.71000e+07,5.10000e+03,2.93427e+04,-6.28371e+00,3.70788e+02
5.71000e+07,5.20000e+03,2.93411e+04,-6.28112e+00,3.71989e+02
5.71000e+07,5.30000e+03,2.93396e+04,-6.27854e+00,3.73208e+02
5.71000e+07,5.40000e+03,2.93380e+04,-6.27597e+00,3.74447e+02
5.71000e+07,5.50000e+03,2.93365e+04,-6.27340e+00,3.75705e+02
5.71000e+07,5.60000e+03,2.93349e+04,-6.27084e+00,3.76980e+02
5.71000e+07,5.70000e+03,2.93333e+04,-6.26829e+00,3.78273e+02
5.71000e+07,5.80000e+03,2.93317e+04,-6.26575e+00,3.79583e+02
5.71000e+07,5.90000e+03,2.93301e+04,-6.26321e+00,3.80909e+02
5.71000e+07,6.00000e+03,2.93285e+04,-6.26067e+00,3.82251e+02
5.71000e+07,6.10000e+03,2.93269e+04,-6.25815e+00,3.83608e+02
5.71000e+07,6.20000e+03,2.93253e+04,-6.25563e+00,3.84981e+02
5.71000e+07,6.30000e+03,2.93237e+04,-6.25312e+00,3.86367e+02
5.71000e+07,6.40000e+03,2.93220e+04,-6.25061e+00,3.87768e+02
5.71000e+07,6.50000e+03,2.93204e+04,-6.24811e+00,3.89181e+02
5.71000e+07,6.60000e+03,2.93187e+04,-6.24562e+00,3.90608e+02
5.71000e+07,6.70000e+03,2.93170e+04,-6.24314e+00,3.92047e+02
5.71000e+07,6.80000e+03,2.93154e+04,-6.24066e+00,3.93498e+02
5.71000e+07,6.90000e+03,2.93137e+04,-6.23820e+00,3.94961e+02
5.71000e+07,7.00000e+03,2.93120e+04,-6.23574e+00,3.96435e+02
5.71000e+07,7.10000e+03,2.93103e+04,-6.23329e+00,3.97919e+02
5.71000e+07,7.20000e+03,2.93086e+04,-6.23084e+00,3.99413e+02
5.71000e+07,7.30000e+03,2.93068e+04,-6.22841e+00,4.00918e+02
5.71000e+07,7.40000e+03,2.93051e+04,-6.22598e+00,4.02431e+02
5.71000e+07,7.50000e+03,2.93033e+04,-6.22357e+00,4.03953e+02
5.71000e+07,7.60000e+03,2.93016e+04,-6.22116e+00,4.05484e+02
5.71000e+07,7.70000e+03,2.92998e+04,-6.21876e+00,4.07023e+02
5.71000e+07,7.80000e+03,2.92980e+04,-6.21637e+00,4.08570e+02
5.71000e+07,7.90000e+03,2.92963e+04,-6.21400e+00,4.10124e+02
5.71000e+07,8.00000e+03,2.92945e+04,-6.21163e+00,4.11684e+02
5.71000e+07,8.10000e+03,2.92927e+04,-6.20927e+00,4.13252e+02
5.71000e+07,8.20000e+03,2.92908e+04,-6.20692e+00,4.14825e+02
5.71000e+07,8.30000e+03,2.92890e+04,-6.20459e+00,4.16405e+02
5.71000e+07,8.40000e+03,2.92872e+04,-6.20226e+00,4.17989e+02
5.71000e+07,8.50000e+03,2.92853e+04,-6.19995e+00,4.19579e+02
5.71000e+07,8.60000e+03,2.92835e+04,-6.19765e+00,4.21174e+02
5.71000e+07,8.70000e+03,2.92816e+04,-6.19536e+00,4.22773e+02
5.71000e+07,8.80000e+03,2.92798e+04,-6.19308e+00,4.24376e+02
5.71000e+07,8.90000e+03,2.92779e+04,-6.19081e+00,4.25983e+02
5.71000e+07,9.00000e+03,2.92760e+04,-6.18856e+00,4.27593e+02
5.71000e+07,9.10000e+03,2.92741e+04,-6.18632e+00,4.29207e+02
5.71000e+07,9.20000e+03,2.92722e+04,-6.18408e+00,4.30823e+02
5.71000e+07,9.30000e+03,2.92703e+04,-6.18187e+00,4.32442e+02
5.71000e+07,9.40000e+03,2.92683e+04,-6.17966e+00,4.34063e+02
5.71000e+07,9.50000e+03,2.92664e+04,-6.17747e+00,4.35687e+02
5.71000e+07,9.60000e+03,2.92644e+04,-6.17529e+00,4.37312e+02
5.71000e+07,9.70000e+03,2.92625e+04,-6.17312e+00,4.38938e+02
5.71000e+07,9.80000e+03,2.92605e+04,-6.17097e+00,4.40566e+02
5.71000e+07,9.90000e+03,2.92585e+04,-6.16883e+00,4.42194e+02
5.71000e+07,1.00000e+04,2.92565e+04,-6.16670e+00,4.43823e+02
5.71000e+07,1.01000e+04,2.92545e+04,-6.16459e+00,4.45453e+02
5.71000e+07,1.02000e+04,2.92525e+04,-6.16249e+00,4.47083e+02
5.71000e+07,1.03000e+04,2.92505e+04,-6.16040e+00,4.48713e+02
5.71000e+07,1.04000e+04,2.92485e+04,-6.15833e+00,4.50342e+02
5.78500e+07,1.70000e+03,2.94993e+04,-6.39551e+00,3.45801e+02
5.78500e+07,1.80000e+03,2.94981e+04,-6.39062e+00,3.45969e+02
5.78500e+07,1.90000e+03,2.94969e+04,-6.38602e+00,3.46177e+02
5.78500e+07,2.00000e+03,2.94957e+04,-6.38167e+00,3.46423e+02
5.78500e+07,2.10000e+03,2.94945e+04,-6.37753e+00,3.46709e+02
5.78500e+07,2.20000e+03,2.94932e+04,-6.37358e+00,3.47032e+02
5.78500e+07,2.30000e+03,2.94920e+04,-6.36980e+00,3.47393e+02
5.78500e+07,2.40000e+03,2.94907e+04,-6.36615e+00,3.47791e+02
5.78500e+07,2.50000e+03,2.94894e+04,-6.36263e+00,3.48226e+02
5.78500e+07,2.60000e+03,2.94882e+04,-6.35922e+00,3.48697e+02
5.78500e+07,2.70000e+03,2.94869e+04,-6.35591e+00,3.49204e+02
5.78500e+07,2.80000e+03,2.94856e+04,-6.35268e+00,3.49745e+02
5.78500e+07,2.90000e+03,2.94843e+04,-6.34953e+00,3.50321e+02
5.78500e+07,3.00000e+03,2.94829e+04,-6.34644e+00,3.50931e+02
5.78500e+07,3.10000e+03,2.94816e+04,-6.34341e+00,3.51574e+02
5.78500e+07,3.20000e+03,2.94803e+04,-6.34044e+00,3.52249e+02
5.78500e+07,3.30000e+03,2.94789e+04,-6.33751e+00,3.52956e+02
5.78500e+07,3.40000e+03,2.94775e+04,-6.33462e+00,3.53694e+02
5.78500e+07,3.50000e+03,2.94762e+04,-6.33177e+00,3.54462e+02
5.78500e+07,3.60000e+03,2.94748e+04,-6.32896e+00,3.55260e+02
5.78500e+07,3.70000e+03,2.94734e+04,-6.32617e+00,3.56088e+02
5.78500e+07,3.80000e+03,2.94720e+04,-6.32341e+00,3.56944e+02
5.78500e+07,3.90000e+03,2.94706e+04,-6.32067e+00,3.57828e+02
5.78500e+07,4.00000e+03,2.94692e+04,-6.31795e+00,3.58739e+02
5.78500e+07,4.10000e+03,2.94678e+04,-6.31525e+00,3.59676e+02
5.78500e+07,4.20000e+03,2.94663e+04,-6.31257e+00,3.60640e+02
5.78500e+07,4.30000e+03,2.94649e+04,-6.30991e+00,3.61629e+02
5.78500e+07,4.40000e+03,2.94635e+04,-6.30726e+00,3.62643e+02
5.78500e+07,4.50000e+03,2.94620e+04,-6.30462e+00,3.63681e+02
5.78500e+07,4.60000e+03,2.94605e+04,-6.30199e+00,3.64743e+02
5.78500e+07,4.70000e+03,2.94591e+04,-6.29938e+00,3.65828e+02
5.78500e+07,4.80000e+03,2.94576e+04,-6.29677e+00,3.66935e+02
5.78500e+07,4.90000e+03,2.94561e+04,-6.29418e+00,3.68064e+02
5.78500e+07,5.00000e+03,2.94546e+04,-6.29159e+00,3.69214e+02
5.78500e+07,5.10000e+03,2.94531e+04,-6.28901e+00,3.70385e+02
5.78500e+07,5.20000e+03,2.94516e+04,-6.28644e+00,3.71576e+02
5.78500e+07,5.30000e+03,2.94500e+04,-6.28387e+00,3.72786e+02
5.78500e+07,5.40000e+03,2.94485e+04,-6.28131e+00,3.74016e+02
5.78500e+07,5.50000e+03,2.94470e+04,-6.27876e+00,3.75264e+02
5.78500e+07,5.60000e+03,2.94454e+04,-6.27621e+00,3.76529e+02
5.78500e+07,5.70000e+03,2.94438e+04,-6.27368e+00,3.77813e+02
5.78500e+07,5.80000e+03,2.94423e+04,-6.27115e+00,3.79113e+02
5.78500e+07,5.90000e+03,2.94407e+04,-6.26862e+00,3.80429e+02
5.78500e+07,6.00000e+03,2.94391e+04,-6.26610e+00,3.81761e+02
5.78500e+07,6.10000e+03,2.94375e+04,-6.26359e+00,3.83109e+02
5.78500e+07,6.20000e+03,2.94359e+04,-6.26108e+00,3.84471e+02
5.78500e+07,6.30000e+03,2.94343e+04,-6.25858e+00,3.85848e+02
5.78500e+07,6.40000e+03,2.94326e+04,-6.25609e+00,3.87239e+02
5.78500e+07,6.50000e+03,2.94310e+04,-6.25360e+00,3.88643e+02
5.78500e+07,6.60000e+03,2.94294e+04,-6.25112e+00,3.90059e+02
5.78500e+07,6.70000e+03,2.94277e+04,-6.24865e+00,3.91489e+02
5.78500e+07,6.80000e+03,2.94260e+04,-6.24619e+00,3.92930e+02
5.78500e+07,6.90000e+03,2.94244e+04,-6.24373e+00,3.94383e+02
5.78500e+07,7.00000e+03,2.94227e+04,-6.24128e+00,3.95846e+02
5.78500e+07,7.10000e+03,2.94210e+04,-6.23884e+00,3.97321e+02
5.78500e+07,7.20000e+03,2.94193e+04,-6.23641e+00,3.98805e+02
5.78500e+07,7.30000e+03,2.94176e+04,-6.23399e+00,4.00300e+02
5.78500e+07,7.40000e+03,2.94158e+04,-6.23157e+00,4.01804e+02
5.78500e+07,7.50000e+03,2.94141e+04,-6.22916e+00,4.03316e+02
5.78500e+07,7.60000e+03,2.94124e+04,-6.22677e+00,4.04837e+02
5.78500e+07,7.70000e+03,2.94106e+04,-6.22438e+00,4.06367e+02
5.78500e+07,7.80000e+03,2.94089e+04,-6.22200e+00,4.07904e+02
5.78500e+07,7.90000e+03,2.94071e+04,-6.21963e+00,4.09448e+02
5.78500e+07,8.00000e+03,2.94053e+04,-6.21728e+00,4.10999e+02
5.78500e+07,8.10000e+03,2.94035e+04,-6.21493e+00,4.12557e+02
5.78500e+07,8.20000e+03,2.94017e+04,-6.21259e+00,4.14122e+02
5.78500e+07,8.30000e+03,2.93999e+04,-6.21026e+00,4.15692e+02
5.78500e+07,8.40000e+03,2.93981e+04,-6.20795e+00,4.17267e+02
5.78500e+07,8.50000e+03,2.93963e+04,-6.20564e+00,4.18848e+02
5.78500e+07,8.60000e+03,2.93945e+04,-6.20335e+00,4.20434e+02
5.78500e+07,8.70000e+03,2.93926e+04,-6.20106e+00,4.22024e+02
5.78500e+07,8.80000e+03,2.93908e+04,-6.19879e+00,4.23618e+02
5.78500e+07,8.90000e+03,2.93889e+04,-6.19653e+00,4.25216e+02
5.78500e+07,9.00000e+03,2.93870e+04,-6.19429e+00,4.26818e+02
5.78500e+07,9.10000e+03,2.93851e+04,-6.19205e+00,4.28423e+02
5.78500e+07,9.20000e+03,2.93832e+04,-6.18983e+00,4.30031e+02
5.78500e+07,9.30000e+03,2.93813e+04,-6.18761e+00,4.31642e+02
5.78500e+07,9.40000e+03,2.93794e+04,-6.18541e+00,4.33255e+02
5.78500e+07,9.50000e+03,2.93775e+04,-6.18323e+00,4.34870e+02
5.78500e+07,9.60000e+03,2.93756e+04,-6.18105e+00,4.36487e+02
5.78500e+07,9.70000e+03,2.93736e+04,-6.17889e+00,4.38105e+02
5.78500e+07,9.80000e+03,2.93717e+04,-6.17674e+00,4.39725e+02
5.78500e+07,9.90000e+03,2.93697e+04,-6.17461e+00,4.41346e+02
5.78500e+07,1.00000e+04,2.93677e+04,-6.17249e+00,4.42967e+02
5.78500e+07,1.01000e+04,2.93658e+04,-6.17038e+00,4.44589e+02
5.78500e+07,1.02000e+04,2.93638e+04,-6.16828e+00,4.46212e+02
5.78500e+07,1.03000e+04,2.93618e+04,-6.16620e+00,4.47834e+02
5.78500e+07,1.04000e+04,2.93598e+04,-6.16413e+00,4.49457e+02
5.86000e+07,1.70000e+03,2.96084e+04,-6.40034e+00,3.45600e+02
5.86000e+07,1.80000e+03,2.96072e+04,-6.39546e+00,3.45767e+02
5.86000e+07,1.90000e+03,2.96060e+04,-6.39087e+00,3.45973e+02
5.86000e+07,2.00000e+03,2.96048e+04,-6.38653e+00,3.46218e+02
5.86000e+07,2.10000e+03,2.96036e+04,-6.38240e+00,3.46501e+02
5.86000e+07,2.20000e+03,2.96024e+04,-6.37846e+00,3.46822e+02
5.86000e+07,2.30000e+03,2.96011e+04,-6.37468e+00,3.47180e+02
5.86000e+07,2.40000e+03,2.95999e+04,-6.37105e+00,3.47575e+02
5.86000e+07,2.50000e+03,2.95986e+04,-6.36753e+00,3.48007e+02
5.86000e+07,2.60000e+03,2.95973e+04,-6.36413e+00,3.48474e+02
5.86000e+07,2.70000e+03,2.95960e+04,-6.36083e+00,3.48977e+02
5.86000e+07,2.80000e+03,2.95947e+04,-6.35761e+00,3.49514e+02
5.86000e+07,2.90000e+03,2.95934e+04,-6.35447e+00,3.50085e+02
5.86000e+07,3.00000e+03,2.95921e+04,-6.35139e+00,3.50690e+02
5.86000e+07,3.10000e+03,2.95908e+04,-6.34838e+00,3.51327e+02
5.86000e+07,3.20000e+03,2.95895e+04,-6.34542e+00,3.51997e+02
5.86000e+07,3.30000e+03,2.95881e+04,-6.34250e+00,3.52698e+02
5.86000e+07,3.40000e+03,2.95868e+04,-6.33962e+00,3.53430e+02
5.86000e+07,3.50000e+03,2.95854e+04,-6.33679e+00,3.54192e+02
5.86000e+07,3.60000e+03,2.95841e+04,-6.33398e+00,3.54984e+02
5.86000e+07,3.70000e+03,2.95827e+04,-6.33121e+00,3.55805e+02
5.86000e+07,3.80000e+03,2.95813e+04,-6.32846e+00,3.56654e+02
5.86000e+07,3.90000e+03,2.95799e+04,-6.32574e+00,3.57531e+02
5.86000e+07,4.00000e+03,2.95785e+04,-6.32303e+00,3.58434e+02
5.86000e+07,4.10000e+03,2.95771e+04,-6.32035e+00,3.59365e+02
5.86000e+07,4.20000e+03,2.95757e+04,-6.31768e+00,3.60321e+02
5.86000e+07,4.30000e+03,2.95742e+04,-6.31503e+00,3.61302e+02
5.86000e+07,4.40000e+03,2.95728e+04,-6.31239e+00,3.62308e+02
5.86000e+07,4.50000e+03,2.95714e+04,-6.30977e+00,3.63338e+02
5.86000e+07,4.60000e+03,2.95699e+04,-6.30716e+00,3.64391e+02
5.86000e+07,4.70000e+03,2.95685e+04,-6.30456e+00,3.65467e+02
5.86000e+07,4.80000e+03,2.95670e+04,-6.30196e+00,3.66566e+02
5.86000e+07,4.90000e+03,2.95655e+04,-6.29938e+00,3.67686e+02
5.86000e+07,5.00000e+03,2.95640e+04,-6.29681e+00,3.68828e+02
5.86000e+07,5.10000e+03,2.95625e+04,-6.29424e+00,3.69989e+02
5.86000e+07,5.20000e+03,2.95610e+04,-6.29168e+00,3.71171e+02
5.86000e+07,5.30000e+03,2.95595e+04,-6.28913e+00,3.72373e+02
5.86000e+07,5.40000e+03,2.95580e+04,-6.28658e+00,3.73593e+02
